장소,별점,리뷰
수라연,5,"떡갈비 정식을 먹었는데 음식은  그냥 정갈한  맛 손님이 많아서인지
써비스는 그다지 좋지  않았습니다"
수라연,4,"Very busy at lunch time. Good quarlity.

#한상 #한정식 #가성비 #주차2시간
5년전엔 별5개였는데 이번에 별4개로 변경합니다.
인테리어도 깔끔하고 음식도 잘나오고 친절했던것으로 기억나는데 그사이 좀 바꼈네요.
인테리어는 조금 낡았고 음식은 여전히 양도 질도 모두 괜찮고 주말에 방문해서 그런지 다들바빠서 친절함은 느끼기 어려운건 조금 아쉬웠습니다.
주차 장소도 넓고 안내해주시는 분이 있으셔서 편리합니다.
보쌈이랑 잡채랑 나머지 기본반찬은 리필가능하니 여러명가도 눈치보지말고 드시면 됩니다. ~^^"
채스우드커피,5,"매장 내 인테리어도 아늑하니 예쁘고 다양한 커피 메뉴와 디저트가 있습니다. 한잔 한잔 정성스럽게 라떼 아트를 해주셔서 좋았습니다. 커피는 아이스보다는 따뜻한 커피를 추천드리며, 브라우니도 따뜻하게 데워주셔서 맛있게 먹고 왔습니다."
채스우드커피,5,"여기는 진짜 조용한 동네 카페인데 인터넷 잡지 기사로 난거 보고 방문했어요.
올림픽공원 산책 후 추운데 운동 열심히 한 선물로 맛있는 바닐라 라떼❤ 사장님이 젊으신거 같은데 친절하게 대해주셔서 좋았어요"
채스우드커피,5,완전 숨은 보석같은 카페네요. 커피도..케잌도 완전 맛나고 좋았습니다. 조용한 길가에 가을을 느끼기 좋았습니다. 음악도 부담없이 듣기 좋았구요.
채스우드커피,4,공간 배치가 잘 되어 있어 주인도 손님을 손님도 주인을 신경쓰지 않고 시간을 보낼수있다
채스우드커피,5,"빈티지한 느낌의 공간을 좋아하는데요, 이곳은 따뜻한 느낌과 편안한느낌도 함께 있는 곳이라 더 좋았습니다. 직원분이 엄청 친절하시네요. 창가쪽에 앉아 책읽거나 집중하기 좋은 곳인듯 합니다."
China Lin Chin,4,서버분들이 연륜이느껴지시고 친절하십니다. 
China Lin Chin,4,"성내동에 자리하고 있는 중식당 입니다.

올림픽공원 주변에 위치하고 있어 평일에는 직장인들이 많이오고 주말에

는주변에 살고 있는 분들이 많이 옵니다.

식당의 서비스는 만족하나 주차장이 없어서 약간은 불편한 점이 있고, 파킹

을 대신 해주는 서비스를 시행하고 있으나 2000원의 요금을 지불해야 합니

다. 바쁜 시간이 아닌 평일 낮에  앞 도로가 널널한데  발레파킹비 2000원을

받는것은 좀 아닌듯 합니다.

개그맨 부부가 운영을 하여 유명합니다."
China Lin Chin,3,올림픽공원 북2문 주차장에 주차하고 부부 사장님이 유명한 차이나 린찐 중식당을 방문했습니다. 인절미탕수육과 사천탕면을 주문했는데 느끼함을 매콤한 맛으로 잡아 주어서 잘 먹었습니다.
China Lin Chin,1,"유명 개그맨 출신 부부가 운영 한다길래 가봤는데
음식 맛은 그냥 평범한 짬뽕 수준이고
기본이 삼섬 짬뽕인데 가격은 12000원
짬뽕 양이 적음.. 그릇이 아주 작아요
삼선치고 해물양이나 종류도 그닥.....

마지막 나오다보니 발렛파킹 2000원 현금으로 받더라는
대리 주차 해줘서 발렛비 받는거 뭐 인정 하겠다만..
차를 내가 내렸던 도로변에 세워두고 차는 키만 주면서 가져가라는..
2000원 왜받았을까?

결론은 14000원 짜리 그냥 그런 짬뽕을 먹은거다...
멀리서 올꺼면 그냥 동네 짬뽕집 가서 저돈에 두그릇 먹는게 이득이다.."
China Lin Chin,5,"인절미 탕수육 정말 맛있습니다.
식사류는 양이 꽤됩니다.
1인당 하나씩 시키시면 남을수도 있어요~"
올리브영 둔촌점,5,다른곳과 크게다르지않고 친절한서비스를 잘받았어요
올리브영 둔촌점,4,한가해서 좋았어요
올리브영 둔촌점,5,필요한거 사러 갔는데 마침 올영세일 기간이라 싸게 겟 했어요 ㅋ
올리브영 둔촌점,5,매장이 보기보다 길쭉하니 좋아요 넓고 주차30분 제공도 꿀
올리브영 둔촌점,5,"매장이 넓고, 좋아요"
유천냉면 본점,3,"약 20년 전의 기억으로 간만에 찾아갔네요.
일단 딱히 말하긴 어려운데 뭔가가 약해졌고 뭔가가 강해졌습니다. 안좋은 쪽으로요.

육수의 두께는 얇아졌네요.

그래도 먹을만은 합니다.

다만 만두는 시키지마세요.
7000 원이라는 가격을 주고 먹을 가치가 아닙니다.
가게도 그걸 아는지 시키면 좋고 아니면 말고 의 느낌이 아닐까 싶네요.

오래오래 한자리에서 계속 할 수 있다는 것은 굉장한 노력이 필요합니다. 이것만으로도 갈 가치는 있습니다.

밀키트로 주문해서 먹었었는데 밀키트가 차라리 옛맛에 가까운 듯 합니다.

포스기가 자리마다 있어서 놀랍기도 합니다."
유천냉면 본점,5,맛있어용.. 냉면매니아라 퇴근하고 호다닥 방문했는데 육수도 깔끔 양념장도 깔끔 냉면 만두 모두 깔끔한 느낌... 웨이팅이 없다면 자주갈것같아여
유천냉면 본점,3,"맛 있는 집이에요. 그런데 30분 이상 웨이팅할 정도는 아닌듯 합니다.

주차장 있는데 매우 불편합니다.

주말에는 손님 많아서 편안한 분위기에서 식사하기 불가능합니다.

식사중에 다 먹은 그릇 가져가도 되냐고 물어보는데

이게 동의를 구하는건지 아니면 통보를 하는건지 모르겠네요.

전체적으로 친절은 없고 그냥 분위기가 바쁘다 바빠 현대사회 입니다."
유천냉면 본점,3,"유천냉면.
미키유천이 만든다면 이 가격인정.
칡냉면 가격이 과하다. 7천원 적당 할듯
갈비탕 가격은 너무 과하다. 15천원 적당.
초심은 어디로 가고 미슐랭보다 비싼 가격이 되었는가
아산병원 보호자들의 마음을 두번 울리는 가격!!
분위기 및 청결도는 좋다.
한가할때는 조금 더 친절해도 되잖아??

주차헬인 지역에 주차장 운영과 그에 따른 인건비와
땅값에 대출에 대한 이자가 녹아있는
살벌한 가격"
유천냉면 본점,2,"예전에 정말 맛있게 먹던곳이었지만 유천 칡냉면은 없어졌네요. ‘칡’자를 빼고 유천냉면으로 상호변경을 했는데 그걸 빼면서 초심도 같이 버린듯 합니다. 맛도 없어지고 그냥 공장이네요. 좋았던 옛 기억이 하나 박살났습니다.
텁텁함만 공장에서 남은듯 하네요"
카페블롱쉬,3,서울에 비교할 수는 없겠지만 지역명소로 직접 빵을 구워서 커피등 음료와 카페를 운영하는 집. 처음 와보는 곳인데 왠지 추억에 잠기는 분위기. 커피맛 좋아요 !
카페블롱쉬,5,"뷰맛집.. 빵 맛집
홍천강뷰는 정말 최고의 경치입니다."
카페블롱쉬,4,빵 맛집요 가격도 합리적 입니다.
카페블롱쉬,4,다양한 빵과 직원들이 친절한 곳
카페블롱쉬,3,종류는 많은데 살만한게 없는듯
낭만스시,4,김치우동돈까스 세트를 먹었는데. 배부름 . 가성비 좋고. 돈까스 바삭하니 괜찮았어요.
낭만스시,4,"맛집까지는 아니어도, 음식은 좋았어요."
낭만스시,3,"간편하게 먹을 수 있어요~ 동네 초밥집이다보니....초밥의 신선도가 떨어질 수 있으나.. 런치 할인도 많이되고, 숙성회는 맛있어요~"
낭만스시,5,"조용한 분위기
대박 맛잇는 초밥
회가 두툼해서 씹는맛이 채고에요
넘모 마싯어요진짜"
낭만스시,3,"친절합니다.  깔끔해요.
저렴한 10,0000원 세트부터
다양한 세트메뉴가 있어요. 특이하게 페스트푸드점에나 있을법한
감자튀김이  있어요.
회가 큼직하고 좋아보이나 좀 질긴편이고
밥알도  입안에 맴도는 느낌이 감칠맛등이 부족한듯 보여요."
BHC Chicken 올림픽공원점,4,"집앞에 BHC 치킨점이 새로 생겨서 종종 포장
주문을 자주하는데 오랜만에 후라이드가
땡겨서 핫후라이드를 주문해 봤어요

바로나온 치킨을 포장해 왔는데 역시 뜨끈할 때
바로 먹는 치킨은 바삭촉촉하니 맛있습니다

겉은 바삭하고 핫후라이드라는 이름답게 살짝
매콤했는데 예전 파파이스의 매콤한 치킨이
생각나는 느낌이였어요

특히 하바네로소스와 같이 먹으니 매콤한 맛이
더 올라와 궁합이 좋았습니다

일반 후라이드보다 살짝 매콤해서 별도의 소스
없이 먹어도 괜찮았지만 역시...치킨은 순정인
일반 후라이드가 제일 맛있는거 같아요"
BHC Chicken 올림픽공원점,4,반반 치킨 주문해서 매장에서 먹었습니다. 후라이드 바삭하니 맛있고 양념도 괜찮았습니다. 반반치킨 1.8만
스타벅스 코엑스몰,4,공연보고 나서 출출하고 커피한잔 마시고싶어서 가봄 매장이 꽤넓고 자리간의 간격이 넓어서 만족. 리저브커피 사이렌오더로 주문하고 카운터자리에 착석 얼룩이 있어서 닦았는데.. 시컴초록 ㅠ 바케트빵이 나오고 커피나오는 사간차있음. 포크를 주길래 나이프달라고했는데...바게트샌드위치 안잘림ㅋㅋㅋㅋㅋㅋㅋㅋ 결국 손으로 들고먹음. 근데 물티슈 너무 잘찢어지는거 아쉽긴한데...  친환경이라 그런거임???? 그런거라면 괜찮음
스타벅스 코엑스몰,4,매장규모가크고 리저브와일반매장이겸해져있습니다.손님은전반적으로많은편이고 많은거이비해서는 관리가잘되고있는느낌.
스타벅스 코엑스몰,5,스타벅스는 언제나 동일한 경험을 제공하는거같습니다. 개인적인 바람은 다른 매장보다 음악이 조금 작은거같은데 어쩌면 대화에 방해되지않아 이게 장점일수도 있겠네요
스타벅스 코엑스몰,5,"역시 사람많은 코엑스 더사람 많은 스타벅스였지만, 잠시 차한잔하며 쉬기에 부족함은 없는 장소였어요"
스타벅스 코엑스몰,3,"삼상역에서 코엑스로 가기전 잠깐의 휴식엔
스타벅스.."
곰바위 본점,5,삼성동에서 오랫동안 있었던 양대창 전문점으로 미슐랭가이드 2023 에 등재될 정도로 유명합니다. 음식 맛과 서비스 등이 매우 훌륭하다보니 직장인분들이 많이 방문합니다. 고급 도라지 떡볶이 밑반찬은 별미입니다. 곱창전골도 좋지만 대창바베큐와 양념갈비는 최고의 맛을 보장합니다. 지금은 본관외에 신관 건물을 증축하여 좀더 편하게 식사할 수 있습니다.
곰바위 본점,5,친구와 대선결과를 지켜보며 맥주 한잔하러 들어감. 깨끗하고 친절하고 매우 좋았다. 오발탄보다 낫다고 하긴 어렵고 비슷비슷했지만 신관이라 더 깨끗했다. 홍탕이 대단히 인상적이었는데 매일 먹어도 좋을만큼 얼큰하고 건더기도 풍성하더라. 가격 빼곤 대단히 만족스러웠다. 1인당 10만원 생각하고 가야할 듯.
곰바위 본점,5,"대창과 양을 먹고 등심도 먹고
곱창전골을 먹고 다 먹고 왔습니다

가격에 준하는 고 퀄리티의 맛을 느낄 수 있었습니다

다른 반찬들도 잘 어울리고 간이 세지 않아 곡기들과 잘 조화를 이루었습니다

적극적으로 추천합니다"
곰바위 본점,5,"대창 막창 양 은 굉장히 비싸고 맛있음.
곱창전골 39,000원이지만 개맛있음.
인생전골 인당 소주 3병각.
눈먼돈 쓸때 무조건 1순위 맛집."
곰바위 본점,5,"삼성동에서 오래되고 유명한 한식당. 가격은 높지만 음식맛은 훌륭하다. 다양한 한식 메뉴를 제공하는데, 동심, 곱창전골, 대창구이 등 모든 음식이 아주 맛있다."
성북동청국장,5,"삼성동 아이파크타워 뒷쪽에 위치한 지역 맛집. 메뉴는 청국장이 전문이고, 저녁에는 한우 소고기를 먹을수 있는 한식당이다. 점심시간 때는 항상 줄서서 기다려야 하는 정도로 많은 손님들이 찾는다. 청국장은 아주 약간 매콤함이 있고, 커다랗게 썰어넣은 두부와 무 등이 들어 있어서 먹음직스럽고, 실제도 아주 맛있다. 주문하면 2인분, 3인분 식으로 하나의 냄비로 제공되어 테이블에서 직접 끓여 먹는 방식이다. 퀄리티가 좋은 데 비해 가격도 비싸지 않아 좋다. 점심 피크타임을 피해서 방문하길 추천한다."
성북동청국장,5,"강남구 봉은사역 근처에 위치한
성북동청국장 다녀왔어요

코엑스에 컨퍼런스가 있어서
점심 메뉴를 찾아보다 다른 곳을
가려다 우연히 들렸습니다

매장도 큼지막하고 깔끔했고
점심시간에 손님이 꽉 차서
그런지 테이블마다 반찬
세팅을 하고 계셨어요

무생채, 콩나물, 어묵볶음에
열무동치미까지 밑반찬은
나름 정갈했습니다

저희는 육회비빔밥을 주문했고
청국장을 가져다주십니다

청국장부터 맛을 봤는데 아주
진한 스타일의 청국장보다는
불호가 없을 느낌이었고 아주
큰 두부와 고기도 들어 있었어요

육회비빔밥에 공깃밥을 넣고
청국장과 기호에 맞게 콩나물
무생채까지 추가해 줍니다

맛도 나쁘지 않았고 청국장은
리필도 돼서 강남에서 적당한
가격에 푸짐하게 먹기 좋았어요"
성북동청국장,4,"냄새나지 않으면서 구수함은 그대료인 청국장 맛집""성북동청국장"" 이른 점심시간에도 손님들로 꽉찬다. 육회비빔밥을 시키면 청국장이 제공되는데,  이 구수한 청국장은 리필도 된다. 아마 강남에서 이 가격에 리필까지는 찾기 쉽지 않을듯 하다. 육회비빔밥은  비빔장이 매우 감칠맛나고 맛있다. 고추장과 청국장을 넣고 비비기도 하는데 그렇게 먹기엔 짤 수 있다. 주는대로 먹길 추천. 청국장은 두툼한 두부와 무우가 푹 익혀져 부들부들한 식감으로 먹을 수 있다. 밑반찬이 콩나물, 어묵볶음, 무생채로 가지수가 적지만 먹기엔 부족함이 없고, 무생채가 맛있다."
성북동청국장,5,"고기가 많이 들어간 청국장
심지어 모자르면 넉넉하게 리필도 해주는 맛집입니다. 3000원을 추가하면 육회비빔밥을 먹을수 있습니다."
성북동청국장,4,"전체적으로 깔끔하고 맛있음. 짜지 않고 담백한 덧이 특징이고 무나 두부, 고기 등 건더기 많고 리필도 됨. 물김치도 맛있고 직원분들도 친절하심."
현대옥 코엑스점,4,"해장이 생각날 때 가는 곳.
확실히 해장되는 맛있는 콩나물국밥집!
삶은 오징어 추가해서 먹으면 더 맛있음!"
현대옥 코엑스점,4,"현대옥은 콩나물 국밥을 전문으로 하는 체인점입니다.

여기는 전주식 콩나물 국밥을 토렴하는 전주남부시장 방식과 끓어서 나오는 방식 2가지 모두 제공하고 있어요. 콩나물 국밥에 제공되는 계란은 토렴방식에는 수란으로 나오고, 끓이는 방식은 뚝백이에 넣어 나오는 차이가 있더군요.

김과 밥은 무한 제공되고 오징어 사리는 1,500원이지만 양이 괜찮게 나옵니다. 물론 수란도 1,000원에 추가하여 먹을 수 있어요. 그리고, 다른 메뉴도 다양하게 있으니 한번 먹어보시는 것도 좋을것 같습니다."
현대옥 코엑스점,4,"""이집은 끓이기 콩나물해장국이 정답이다""

1. 동네에 24시간 영업을 하는 집이 몇 군데 있는데, 그 고마운 집 중에 이집도 한 집이다. 이제는 프렌차이즈화 된 현대옥이라 맛집 따질만한 곳은 아닌데, 원래 콩나물 해장국을 토렴식만 먹는 나에게는 이집 음식이 그리 입에 맞지 않았었다.

2. 아내는 끓이기 파라서 항상 이집에 오면 끓이기 콩나물 해장국을 주문하는데, 이번엔 나도 아내 따라 끓이기로 주문을 해봤다. 물론 1500원 추가하고 오징어 토핑도 같이...

3. 끓이기식을 주문하면 수란 대신 계란 하나가 해장국에 넣어 나온다. 보글보글 맹렬히 끓고있는 해장국 속에서 계란이 맛있게 익어가기 때문에 중반 이후에 먹으면 참 좋다.
국물은 토렴식 보다 더 뜨거우니 염도도 덜 짜게 느껴지고 조미료 맛도 조금은 연하게 다가온다. 거기에 계란 노란자가 퍼지며 부드러운 맛을 주기 때문에 맛이 토렴식 보다는 온화한 느낌이 좋다.

4. 늦은 밤이였고, 코로나 때문에 손님이 우리 테이블 밖에 없어서 그런지는 몰라도 서빙 보시는 여사님이 굉장히 친절하셨고 유쾌하셨다. 예전에 바쁠 때는 그런 친절한 분위기는 아니였는데 어쨌든 기분 좋은 식사를 할 수 있었다.
게다가 이집 를 팔기 시작했다. 한라산 소주 메니아인 나에게는 이보다 저 좋은 소식은 없겠지 ㅎㅎㅎ

5. 24시간 동네 지킴이로 계속 오래 남아있어 주시길 바란다."
현대옥 코엑스점,5,"해장 필요한날 출근하면서 즐겨먹음.
콩나물해장국 초보자면 남부시장식 우선 드셔보시길.

1인 1국밥주문시 밥/국 리필가능 (밥은 셀프코너 / 국은 요청)

주차는 건물앞 인도에 주차가능 (5~6대 정도)

주변에 회사가 많아서 평일 점심때 웨이팅 좀 심함."
현대옥 코엑스점,4,국물도 얼큰하고 김도 반찬도 맛있네요 밥은 무료로 추가할 수 있고 추가 밥은 꼬들꼬들해서 꼬들꼬들한 밥을 좋아하시는 분이면 밥은 따로 달라고 말씀하시는게 좋을거 같아요 기본으로는 같이 말아져서 나와요
샤이바나 코엑스점,2,"가격대비 양이 많지는 않아서 조금 아쉽다. 예전에는 양이 많았는데 줄었다고들하고...
맛도 스파게티 말고는 그다지 맛있지 않아서 재방문은 하지 않을것 같다."
샤이바나 코엑스점,3,"샤이바나가 예전보다 많이 메뉴가 줄은 것 같은데, 맛은 뭐 여전하다. 메뉴들을 익숙한 메뉴들만 남긴 것 같아 아쉽지만, 더 많이 있더라도 선택을 더 하진 않았을듯. 유독 코엑스점은 다른 지점대비 사람이 많은데, 아무래도 방문하는 평균 손님들의 연령 때문이리라. 선불 시스템은 가게엔 필요할 것 같은데 손님입장에서는 조금 불만. 프렌차이즈라 맛이 다른 지점과 차이가 있다거나 하진 않은데, 굳이 기다리면서 먹을 필요까지는 없지 않을까."
샤이바나 코엑스점,4,미트볼 스파게티 먹음. 미트볼 사이 치즈가 없었어도 충분히 맛있었을듯. 고기맛도 좋고 씹는맛이 있으면서도 부드러웠습니다. 치즈를 많이 사용해 살짝 느끼할 수 있습니다. 이런건 취향 차이일것 같음. 바쁘셨는지 주문안내를 좀 늦게받았고 방식도 좀 생소했네요
샤이바나 코엑스점,3,"미국식 가정식인데 서비스는 특이하게 자리에 앉고 메뉴를 고른 뒤 카운터에 가서 한꺼번에 주문하는 방식. 지나가는 직원을 찾아 뭔가 요청사항을 말하기가 굉장히 어려운 구조인데, 메뉴는 후딱후딱 나오는 편이라 그것도 신기. 냅킨조차도 직접 가지고 와야 하며 후라이드치킨같은 기름기있는 음식과 빵을 먹어야 하는데도 물티슈가 기본적으로 제공되지 않음. 맛도 그럭저럭 괜찮고 콘셉도 괜찮지만 이런 운영 이슈때문에 긍정적으로 평가하기 어려움."
샤이바나 코엑스점,4,다 먹을만 합니다! 퀘이소 하나 시켜서 감튀나 치킨 찍어드세요 퀘이소가 맛있아욤 무슨 1L짜리 갈색 음료도 있는데 맛있어여.. 맥앤치즈는 생각보다 묽은데 괜찮아요
KFC 코엑스몰점,4,"점심으로 친구 2명과 같이 이탈리안타워버거세트를
할인받아3인분에 20,400원에 먹으면서 이야기를
나누다 왔다. 오후 1시가 지나서인지 매장에는
사람들이 많지 않아서 여유롭게 햄버거를 먹으며
음료수를 마시고 이야기를 나누었다. 음료수는
무한리필로 많이는 마시지 않았지만 1컵반정도
마신것 같다. 조금더 음료수를 마셨지만 1컵만
주는 다른곳에 비해 음료수 마시기에도 여유로움이
있다. 이탈리안타웝거세트는 나에게는 양이 많아서
다 먹는것이 부담이 될 정도였다.
친구들과 스타필드에서 만나면 점심식사로 자주 찾는
곳이 KFC 코엑스몰점이다. 21년2월14일에는
E커넬골드문세트를 시켜서 먹었는데 이역시도 내가
먹기에는 양이 많다.
21년11월20일 가서는 블랙라벨더블다운세트를 시켜
먹었는데 맛있고 양도 좋았다."
KFC 코엑스몰점,5,맛있어요 강아지 때문에 문밖에서 서서 먹었지만 ㅋㅋ 매장도 크고 좋아보엿어요
KFC 코엑스몰점,5,"트위스터, 에그타르트, 음료로 구성된 트위스터콤보 맛있게 먹었습니다."
KFC 코엑스몰점,5,빠르게 준비되는 메뉴가 좋네요~~
KFC 코엑스몰점,3,"키오스크 주문
매장도 넓고 음식도 오래 안 기다렸습니다"
별마당 도서관,5,"'기업이 사회적 책임을 이행하는 새로운 방법'
이 곳은 사기업이 공적 기능을 수행한다는 것이 무엇인지 보여주는 새로운 사례입니다. 사기업이 사회적 책임을 다하는 모습에는 회사에서 봉사활동을 간다던지, 소아마비환자들을 위해 기부를 하는 등의 형태와 방식이 있습니다. 그런데 그런 봉사활동에는 보통 상대방이 특정되어있다는 특징이 있습니다.

그러나 별마당 도서관은 이야기가 다름니다. 기본적으로  공공도서관과 마찬가지로 불특정 다수를 대상으로 서비스를 합니다. 그런데 접근성은 월등히 좋고 장벽도 월등히 낮습니다. 지하철역과 바로 연결되어 있고, 주민이 아니어도 이용하는데 조금의 문제도 없죠.

물론 자연스러운 홍보효과와 잠재적 구매자를 끌어들이고 기업의 이미지를 고양시키는 등 사익추구에도 기여함은 분명하지만서도 여러모로 장점이 많은 곳입니다.

알려진 바로는 별마당 도서관은 일본의 '츠타야 서점'을 모티브로 했다고 합니다. 책의 진열이 곧 인테리어의 한 부분으로 사용되었다는 부분에서 좋은 아이디어를 차용한 듯 합니다. 하지만 넓은 공간감과 공간의 다목적 이용방식은 차별점으로 보입니다.

그뿐 아니라 코엑스가 리모델링 전 중심없는 복잡한 동선으로 사람들에게 심리적 장벽을 주었던 문제점을 완벽히 깨부쉈다는 특성도 있는데, 이 점에 특별히 높은 점수를 주고 싶습니다.

종합적으로, 이곳은 신세계 그룹이 보여주는 기업이 사회적 책임을 이행하는 새로운 방법입니다."
별마당 도서관,5,"■ 크리스마스 핫플중  빠지지 않고 등장하는 곳

2021 년 별마당 도서관의 크리스마스 트리는 실버 트리였는데 올해는 골드 트리다~.

별마당 도서관을 방문하니 확실히 코로나 시기가 끝물이라는걸 현장에서 체감할수 있었다.

평일 낮시간이었음에도 이곳에는 별마당 트리를 보기 위해 해외에서 온 여행객들이 많았는데 개별 여행 온 사람들은 물론이고 피켓을 든 패키지 단체 여행객들도 많이 보였다.

별마당 도서관에서는 많은 행사들을 개죄하고 있었는데 키즈공연, 콘서트, 교양강좌 외에도 2023. 1. 15 일까지 밤마다 아름다운 미디어 아트도 공연할 예정이란다.

미디어 아트는 매일 밤 저녁 6시부터 10 시까지 매시 정각, 15분, 30분, 45분에 약 3분간 공연한다.

계절과 날씨, 온도에 구애받지 않는 이곳은 아마도 강추위가 예상되는 올해 연말 연초에 나이와 세대, 국적에 관계없이 많은 사람들이 찾는 핫플로서의 가치가 여전할거 같다.

복합문화공간인 스타필드 코엑스몰과 현대백화점 무역센터점, 인터컨티넨털 호텔, 코엑스 전시장이 상호 연결되어 있기에 즐길거리가 풍부한 곳이다 ^^"
별마당 도서관,5,"코엑스에 갈때마다
지나치면서 한번 둘러볼 수 밖에 없는 곳이다

보통 생각하는 도서관이라고 말할 수 없지만
그래도 제법 많은 사람들이 도서관처럼 이용하는 것 같다

우선 디자인이 압도적이다

왜 별마당일까 잠시 생각…하는데
흠.. star… field… ㅎㅎ
한쪽편에 스타벅스도 보인다. 코엑스몰에 4군데나 있구나…

자유로운 분위기도 마음에 든다

전시된 도서는 모두 기부로 이루어진 것 같다

열린무대도 대관하고 있다. 책과 관련된 행사를 하기에 좋을 것 같다

금요일이나 주로 수요일 퇴근 시간대에 명사특강 등 여러 특강도 있다

책을 팔지는 않지만
영풍문고 도서검색대가 비치되어 있다"
별마당 도서관,5,"첫방문이었는데 때마침 5주년 기념 행사 임동혁 연주라는 덤까지 받아 든 하루..
별마당 도서관 ..틀을 깬 파격적인 도서관, 호기심 가득한 아이의 눈망울로 한걸음 한걸음 둘러봤다. 정신적 안식처 책속으로 빠져들어 행복한 하루였다.."
별마당 도서관,5,"책과 공간이 부담스럽지 않게
모두가 참여하고 즐길 수 있는 공간입니다.

책을 보지않아도 그 공간에 있다는 것
만으로도 즐거움을 느낄 수 있습니다."
그랜드 키친,5,"명불허전. 호텔이니 위생은 담보됐고.
형형색색 먹음직스런 음식이 펼쳐져있네요.
무엇보다 대게 무한제공 감격스럽고.. 따뜻한 대게살에 감동. 이건 롯데호텔 라세느보다 좋습니다.

다양한 육류도 퀄리티 좋으네요.."
그랜드 키친,5,"크리스마스날 방문했었는데,
역시 맛있었어요💸😎

양갈비와 대방어 랍스터가 너무 맛있었고,
모든 메뉴가 하나하나 맛있었습니다!

메뉴간 퀄리티 차이가 크게 나지 않아서 좋았어요.

디저트도 맛있고, 아이스크림도 별미🍨

좌석 간 거리도 어느정도 있고, 칸막이도 있었어요.
메뉴 집을 때는 비닐장갑 끼고 이용했구요!

좋은 날 좋은 시간👍🏻👍🏻"
그랜드 키친,5,"평일 저녁인데 사람들이 참 많았습니다.
참치해체쇼 후에 테이블로 서빙된 참치의 맛은 살살 녹는게 맛있었고,
어느 하나 빠지는 메뉴 없이 다 맛있었어요.
그리고 직원들 너무나 친절하네요."
그랜드 키친,4,"“다이아몬드 엘리트” 혜택으로 제공되는 그랜드 키친 조식 2인 이용권 득템!!!
아침에도 제공되는 무한 스테이크는 꿀혜자!
여느 호텔 조식처럼 light한 선택 가능하고, 푸드파이터라면 heavy한 아침도 쌉가능!!!
하지만 제대로된 그랜드 키친을 느껴보고 싶다면 choose lunch or dinner"
그랜드 키친,5,다양한 음식이 있어서 좋아요. 분위기도 좋고. Coffee도 맛있네요. Batista가 만들어주는 latte art도 훌륭해요.
맥도날드 코엑스점하나샤부정,5,2023년 2월 15일 저녁 6시5분
맥도날드 코엑스점하나샤부정,5,일하는 사람보다 주문하는 손님이 너무 많아서 감당못할 정도임. 간단한 커피나 아이스크림 조차도 주문 후 20분 가까이 대기 해야하고 직원들 너무 고생인듯합니다.
맥도날드 코엑스점하나샤부정,4,테이블과 의자 주변은 청결했으면 좋겠습니다. 정리정돈을 늘 해 주시면 기분좋은 시간이 될 것 같습니다.
맥도날드 코엑스점하나샤부정,5,슈림프스낵랩 맛있게 먹었습니다.
맥도날드 코엑스점하나샤부정,3,삼성역 파르나스 쇼핑몰 입구 바로 앞에 있어서 편리합니다. 세트메뉴에 200원 추가하면 프렌치프라이를 코울슬로로 변경할 수 있어 좋네요.
능라도 강남점,4,"삼성역 인근의 평양냉면 집으로
평양냉면으로는 기본을 갖추고 있으며
보통 평양냉면 유명한 곳은 좀 허름한
곳이 많은데 그런곳이 불편하신분도
있을꺼라 생각합니다.

젊고 깔끔한 가게를 원하는 분에게는
깔끔한 인테리어 및 가계 관리가 좋아
보입니다.

다만 가격은 냉면이라는 가격을
생각하면 평양냉면이라도고 해도
이제는 식사 가격 자체로도 비싼편으로
들어가니 편하게 추천하기 힘들 것 같습니다."
능라도 강남점,4,"삼성역 주변 이북요리를 하는 고급진 식당.
어복쟁반, 만두, 냉면, 수육 등 꽤나 다양한 메뉴가 있고, 가격대는 좀 높은 편이다.
별도의 룸도 있고, 외국인 비즈니스도 많이 오는 분위기다.
슴슴한 스타일의 냉면과 실하고 부드러운 수육을 추천한다."
능라도 강남점,4,"넘치는 고기와 야채들 사이에서 넘치는 국물이 안쓰러울 지경.. 고기가 엄청 부드럽고 양념장에 가득 찍어 먹어도 안짜고 좋았음. 추가한 고기와 국물 먹을 땐 좀 짜졌는데 오래 끓여서인듯..?
육회는 고기에 양념이 되어있는게 적절했고 미나리 무순 와사비를 같이 먹는 조화가 아주 좋음
냉면은 역시 걸래빤물이라는 표현이 아주 적절한 맛!
전은 투툼하고 야채가 생각보다 많음. 개인적으로 안텁텁해서 좋았음
만두는 그냥 만두였음 : )
가격이 좀 쎄긴 한데 퀄 대비 만족"
능라도 강남점,5,서울 강남에서 발렛주차되는 미슐랭 평양냉면~  우선 맛은 미슐랭 원스타를 받을만큼 슴슴한 우리가 알고있는 그런 맛이 아닌 조금 더 대중적인 맛이라고나 할까. 개인적으론 능라도의 평양냉면이 더 입맛에 맞는거같다. 그리고 함께 먹은 수육은 가격이 비싸지만 비쌴만큼 맛은 있어서 함께 곁들여 주문할수밖에 없는 메뉴다
능라도 강남점,5,"미국에서 온 지인이 평양냉면 먹고 싶다길래 갔는데 아주 만족스러워했어요. 전 국수, 냉면 등을 그다지 안좋아하는데 지인이 좋아하니 덩달아 만족스럽네요~^^"
