장소,별점,리뷰
,4,"강남역맛집, 만두맛집 강남교자는 김치가 떨어지기도 전에 바꿔주는 서비스는 부담스러울 정도로 황송하다"
,4,음식이 빨리 나오는 편이라 급하게 식사를 해야할때는 라면보다 좋을 수도 있다
,4,매스컴에도 많이 노출이 되었고 사장은 sbs 결정 맛대맛에도 출연한 적도 있다
,4,칼국수의 원조격인 명동교자보다는 조금 가벼운 맛이 요즘 현대인에게는 더 잘 맞을 수도 있다
,4,식당이나 음식맛이나 깔끔한 것이 자랑인 곳이다.
,5,"맛은 명동교자와 비슷하지만, 개인적으로는 명동교자보다 강남교자의 맛을 더 좋아합니다"
,5,"그리고 점원들이 매우 친절하고, 김치가 떨어질때마다 계속 주십니다"
,5,"국물 맛도 담백하고, 만두가 정말 맛있고, 김치가 정말 중독성이 강할 정도로 너무 맛있습니다."
,3,명동교자를 생각하고가시묜 앙됩니다 비슷하게생겼지만 맛이 달라요...
,5,강남교자 짱이에요!
,5,한달전에 첨으로 가보고 너무 맛있어서 깜짝놀랬어요!
,5,콩국수 깔끔했고 그냥 칼국수도 너무 맛있었어요 여기는 면이 진짜 너무너무너무 맛있어요 면땜에 반했어요 그리고 샤브샤브도 육수가 깔끔하고 양도 적당해서 맛있게 먹고왔어요~^^ 짱짱👍👍👍👍👍
,4,명동까지 가지않아도 명동교자 칼국수를 강남에서 똑같은 맛으로 즐길 수 있는 곳
,4,"정말 오랜만에 갔더니 얼큰 칼국수, 수제비, 샤브샤브,버섯닭매운탕,설렁탕까지 메뉴가 다양해졌네요"
,4,김치 여전히 맛있고 직원분이 돌아 다니며 계속 리필해주세요 식후 원두커피 셀프로 내려마실 수 있어요
,2,이 집은 유명한 이유가 뭔지 모르겠습니다
,2,딱 관광객 음식점
,2,가격은 저렴하지 않은데 평범한 맛과 면은 힘 없이 흐물흐물한 칼국수 라면 면발같습니다
,2,그러니 쫄깃한 면발을 기대하신다면 다른 칼국수 집을 방문하시는 것이 좋을듯 합니다 방문 2019-12-21
,3,"신논현역, 강남역 치고 가격에 비해 양도 좋고 맛도 괜찮은 집입니다"
,3,너무 명동교자 비슷하지 않은가 싶은데 개인적으로 명동교자가 더 좋았습니다
,3,국물있는 음식이 먹고싶어 갔기게 그 부분에는 만족하고 접객도 좋았습니다
,3,마늘냄새 많이 나는 매운 김치도 너무 명동교자 스타일이었는데 어쨌든 칼국수에 잘 어울립니다
,3,얼큰 칼국수도 너무 매운간아니거고 괜찮았고 보통 칼국수도 맛은 괜찮았습니다
,3,양은 꽤나 많아서 둘이 가서 만두까지 시키기에는 좀 어려울 것 같습니다
,3,강남 먹자골목 거리에서 가격대비 양이 좋다는점이 최강점이 아닐까 생각합니다.
,4,만두는 맛있었으나 칼국수 면이 내 스탈이 아님 깊은 맛도 딱히 없음 김치는 존맛~ 사람은 진짜 많았음~
,4,"얼큰칼국수가 생각나서 방문했어요, 생각만큼 걸죽하지 않고, 덜 매웠지만 잘먹었습니다."
,5,장소가 협소한것 빼고는 모두 만족스럽네요~
,4,명동교자 먹고싶었는데 가까운곳에 대체할만한 맛집 ㅎ 물론 명동교자의 국물이나 김치맛은 따라가기 어렵지만 ㅠㅠ 맛도 비슷한 매장을 가까운 곳에서 즐길 수 있다는 장점으로 강추합니다!!!
,4,명동교자랑 비교하지 않으면 5점 만점으로도 손색이 없어요 ㅎㅎ 명동교자가 막강해서 4점 ㅠㅠㅠ
,5,명동교자와 비슷해요 면도 무한리필 가능하고 매운 칼국수 순한 칼국수 전부 맛있었어요 제일 맛있는 것은 역시 비빔 국수 ㅠ 비주얼부터 황홀했어요.
,3,"점심 때 갔는데 네명이라 그냥 4인만족세트 시켰는데, 생각보다 양이 좀 되네요.."
,3,"족발, 보쌈에 막국수까지...체인이니 맛은 뭐 비슷하고 맛있거나 특별한 점은 없었음"
,3,사진은 막국수는 못 찍었네요...
,5,가장 좋아하는 칼국수집입니다
,5,마늘김치가 일품입니다
,5,친절하게 리필해주셔서 좋아요
,5,^^
,3,"칼국수는 전분기가 많이 느껴짐, 비빔국수는 매움 만두는 괜찮은 식감"
,3,전체적으로 평범한 맛 서비스는 친절한 편
스트릿츄러스 논현영동점,4,날씨가 너무더워 지나가다 잠깐 들렸내요~아이스크림과 츄러스인 아이츄~스트로베리 토핑.
스트릿츄러스 논현영동점,4,더위도 식히고 시원하게 잘먹고 잘 쉬었내요^^♡♡
,2,추러스는 아는 그 맛
,2,커피는 비추
,2,요즘 다시 코로나 심한데 마스크좀 써주세요 !~
,5,밤에 출출하고 달달한거 땡기면 가는 최애 디저트집
,5,시크하지만 배려심 넘치는 카운터 여자분에 맨날 흠칫흠칫 놀라곤 함
,5,쓰고난 티슈 어디에 버려야하나 하고 둘러보기 무섭게 버려드릴게요
,5,하시는 센스에 감동하고 시국이 시국인지라 흐르려는 눈물은 참음.
,5,여기 꽈베기집으로 바꼈어요
,5,3개에 2천원
,5,치즈볼
,5,도너츠도 맛있어요
,4,추러스 맛있어요
,4,커피도 맛있구요
,4,우연히 들른곳인데 종종 찾아가야겠어요 ;-)
,3,가격이 비싸고 양이적고 맛은 적당.
,3,다음에 가서 필링추러스를 판다면 좋게올릴지도..
,5,여기 사장님이 직접 하시는 것 같은데 엄청 깨끗하고 별로 안친절해 보이는데 친절하심 ㅎㅎ 다이어트의 적
,4,달달함 주문후에 만들어서 시간이 좀 오래 걸림 맛있으면 장땡
,5,츄러스 넘 맛나요 ㅠㅠ 엉엉 츄러스핫도그도 진짜 강추합니다!
,4,넘 맛있는데 배달팁 인간적으로 ㅇㄷㄷ
,4,간식으로 먹기 좋아요
,5,깔끔' 정갈 ' 맛 일품 ' 추천할만합니다
,3,간다히 커피한잔 하기 좋은곳
,5,술만 마시면 여기가왤케 생각나는지
,5,맛있어요 강추
,4,츄러스 맛있어요
,1,그냥.
,1,그래요.;;;
,3,매장안에서 못먹어요
,3,그냥 소소
,4,맛있는 츄러스
논현양꼬치,5,논현동 먹자골목에 유명한 양꼬치집
논현양꼬치,5,바쁜 시간이면 웨이팅이 조금 있다
논현양꼬치,5,"양꼬치말고는 요리로 가지튀김, 마파두부"
논현양꼬치,5,양꼬치는 평균이상
논현양꼬치,5,요리도 맛있었다
논현양꼬치,5,양꼬치집은 꼬치가 맛있는 집이라기 보다는 요리가 맛있는 집이 맛집이 아닐까 생각한다
논현양꼬치,5,꼬치는 평균이하인 집은 드물어서 어쨌든 양꼬치 즐기기에 좋은 논현양꼬치다.
,4,"양꼬치뿐만 아니라 다양한 소재의 꼬치 맛을 볼 수 있고, 온면이 얼큰하게 맛남"
,4,가성비 맛집
,5,양꼬치도 맛있지만 요리류를 먹으러 가는곳입니다
,5,저녁시간이면 웨이팅은 필수이며 일찍 가시려면 적어도 5시는 가야 절반정도 비어있을수 있습니다.
,5,매번 새로운 메뉴를 시도하는데 마라샹궈는 최고였다 ㅎㅎ
,5,별 생각 없었는데 음식 시킬때 처음부터 접시를 두개 나눠서(일행이 4명이었음) 주시는 센스가 아주 대단.
,5,맛있구 좋았습니다 재방문 의사 있어요
,3,양꼬치가 작긴하지만 맛이 좋습니다
,3,꿔바로우의 고기가 너무 작아 아쉽습니다
,3,어향가지는 아주 맛있게 잘 튀겼습니다
,3,서비스온면 담백한 맛이 좋습니다.
,5,너무좋다 음식도 사장님도 👍
,4,훠궈가 맛있다고해서 가본 곳인데 훠궈뿐만 아니라 다른 것도 엄청 맛있어요~중국분이 음식을 하셔서 그런지 정말 현지의 맛에 가까워요♥늦은 밤까지 손님도 엄청 많아요~일하시는 분들도 다 친절하네요^^항상 양꼬치나 훠궈먹으려면 건대나 태평동을 많이 갔었는데 이제 강남에서도 좋은 곳 알게되었네요★
,5,집에서 걸어서 5분도안되는 거리에 있는 양꼬치 맛집이지만 매번 6시30분쯤은 넘어 들리다보니 대기가 길어 포기하다 이번에 드뎌 들려봤내요~ 평일 화요일에 오픈 10분전쯤이라 자리 여유가 많내요.
,5,모듬양꼬치는 6가지정도 종류가 나오고 소스와 잘 어울리는 부드러운 맛이내요~향이나 냄새도 강하지않고.
,5,꿔바로우는 한입에 먹기좋은 크기에 바삭하고 특히 살짝 뿌려진 파채양념이 잘 어울리내요^^역시 소문대로 맛집이내요^^♡♡
,5,양꼬치 굴러가는걸 영상으로 찍어놔서 사진은 이것밖에 없네요 양갈비로 드세요
,5,그리구 요리 맛있으니깐 사이드 꼭 시켜드세요~!!
,5,"옛날 감성이 남아 있는 곳의 단점이라면, 테이블이 얼마 없어 기다려야 한다는 것뿐.."
,5,"친절한 사장님과 맛난 요리들, 그리고 옛 선술집 감성까지.."
,5,"가게 늘리면 안되는 곳이며, 남들에게 알려서는 안되는 곳이기도 합니다"
,5,제발 대기 좀 하지 않게 VIP 회원제라도...
,4,밥 타임은 어느정도 웨이팅 생각하고 가셔야 합니다
,4,논현에서는 유명하다고 해서 들렀는데 맛나더군요.
,4,요리가 정말 맛있고 가격도 저렴합니다
,4,그러다보니 어쩔수없이 웨이팅이 길지만 충분히 기다려서 먹을만 합니다.
,5,음식 많이 시키면 서비스도 주시고 맛있습니다.
,5,당골집 지금은 잘가지못하지만 갈때마다 맛은 언제나 최고♡
,4,냄새 나거나 요리는 맛있지만 꼬치의 고기 사이즈가 넘나 작음
,4,작은 규모지만 바쁜데도 나름 친절했음
,4,애써 대기하며 먹고싶은맘은 없음
,4,주변에 양꼬치집이 하나만 더 있어도 손님 갈릴것같음.
,5,양꼬치 처음 먹어보는데 맛있어요^^ 꾜치는 모듬과 양갈비살먹었구요 꿔바로우도 먹었네요(소스가 적어서 아쉽네요)
,4,특별히 양꼬치가 맛있다기 보다는 요리류가 더 맛있는거 같아요
,5,약간 시끌시끌한 양꼬치집입니다
,5,양꼬치도 맛있고 요리도 맛있었습니다~ 재방문 의사 있습니다^^
,5,"양꼬치, 양갈비 다 맛있어요 근데 라쯔지는 별로 입맛이 안맞네요"
,3,어향가지는 살짝 떡볶이
,3,떡꼬치
,3,느낌 고기는 잡내 안나고 좋았음
,4,서비스랑 맛 모두 좋습니다
,4,좀 장소가 협소하긴 하나 그 만의 매력도 있음
,5,늦게 가면 줄서서 기다려야하는 맛집
,5,가격도 착해서 더 좋음.
,5,양꼬치 냄새 안나고 맛있었어요
,5,"꿔바로우도 쫄깃 바삭 맛있었고, 가지요리도 맛있게 잘 먹었어요"
,5,사이드 반찬 짜사이가 안짜고 입에 딱 맞아서 엄청 먹었어요 ㅎ
,5,"양꼬치 양갈비 다 맛있는 곳,,,, 9시 전에가면 일단 웨이팅 있어요ㅜㅜ"
,4,맛은 좋으나 양은 적음~ 다양한 메뉴가 있어서 좋음~
,4,양꼬치 냄새 안 나고 맛있습니다
,4,숯도 충분히 넣어주셔서 빨리빨리 먹을 수 있어요.
,4,평범한 양꼬치집임
,4,맛 깔끔함
,4,아쉬운건 양꼬치 자동으로 돌아가게 굽는거 그게 없어서 손으로 꼬치 잡고 돌려줘야함ㅎ...
,4,자리가 좁긴하지만 논현에서 양꼬치 먹기 좋음
,5,여기는 양꼬치말고 요리들도 다 맛있어요
,5,양꼬치 꿔바로우랑 매콤새우볶음 다 맛있고 옥수수면도 최고!
맘스터치 강남논현점,1,"마살라, 햄치즈, 할라피뇨버거 이렇게 시켰다"
맘스터치 강남논현점,1,집에서 5분거리라서 매장에서 받아서 바로 집에 왔다
맘스터치 강남논현점,1,"패티 식어있고, 안에 햄버거 개판쳐있어서 정중하게 첫 교환요청했다"
맘스터치 강남논현점,1,받아온 버거가 아래사진이다
맘스터치 강남논현점,1,"전화받은 사장이라는 놈은 죄송하다는 말 1도 없고, 본사에 항의를 하겠다니까 그러세요~하고 끊는다"
맘스터치 강남논현점,1,"절대 안갈거고, 해당사진이랑 통화녹음본은 본사에 전달해서 정식 항의할 생각이다"
맘스터치 강남논현점,1,맘스터치를 좋아한다고해서 모든 매장에 당신이 좋아하는 퀄리티의 무언가를 만들어줄 사람이 있는 것은 아니다
맘스터치 강남논현점,1,알바생 중 여자하나 있는데 사장이랑 성격이 쏙 닮았다
맘스터치 강남논현점,1,끼리끼리 논다는게 딱 좋은 말
,4,"예전에는 강남 쪽에선 매장을 찾기가 어려웠는데, 최근 들어선 매장을 지속적으로 확장한 탓인지 주변 곳곳에 많이 보인다"
,4,얼마전 사모펀드에 매각이 되었다는 뉴스를 접했는데...예전에 버거킹이 보인 행보와 비슷하게 아마 매장과 메뉴를 점점 공격적으로 늘려가지 않을까 싶다
,4,가슴살과 퍽퍽살을 좋아하는 나는 늘 휠렛버거를 먹는다
,4,이날은 할라피뇨 소스가 추가된 메뉴를 먹어봤는데...그냥 오리지널이 나은 듯하다
,4,케이준 감자튀김도 여전히 맛있고 가격도 저렴해서 좋다.
,4,맛은 체인점 맛
,4,혼자 주문 받고 처리해서 좀 느리게 나옴.
,3,맛은 다른 매장과 비슷하지만 여기는 대기가 길어도 너어무우 길다
,5,조금 일찍 영업종료합니다
,5,저녁 9시 50분에 조금 아쉬워요.
,3,다른 점들보다 논현점 맛이 덜한듯ㅠ 맘스터치 브랜드자체는 가성비도 좋고 맛나!
,4,믿고 가는 맘스터치
,4,악플이 좀 있어서 걱정했는데.
,4,직원분들도 친절하게 응대해주셨고 맛은 원래 알던맛 그대로여서 만족스러웠습니다.
,5,밤하늘에 별보러가기 좋은곳
,4,밤10시..영원불멸의맛 싸이버거를 음미하고있는데 식자재운송차들어왔다며 차를빼달라는 직원분.
,4,바로옆에대도될거같은데 막무가내로 빼달란다.
,4,여기는고객주차는불가한매장이라며.
,4,늦은시간 다른차방해없게 잘대놓고 먹는중인데 인상쓰며 빨리빼라길래 5분안에뺄게요 했는데도 빨리빼라고.
,4,그때주방에서 사장님인지 상관직원분인지 짧은머리에한포스하시는분
,4,야!!
,4,손님식사하시는데 저옆에대면되잖아!
,4,매장청소중이던여직원분 나즈막하게.
,4,그냥천천히드세요.
,4,ㅎㅎ 이두분때문에 편안하게맛있게먹고왔다 또가야지ㅋ
,3,매장내 배달 안내방송이 너무커서 계속 신경쓰였어요
,3,볼륨을 좀 줄였으면 좋을것같아요
,5,대표메뉴인 싸이버거 외에 딥치즈버거나 치파오치킨 등 맛있는 버거와 치킨메뉴가 다양하게 준비되어 있어서 좋습니다
,5,"주문 즉시 조리가 이루어지고, 두툼한 패티 때문에 다른 패스트푸드점에 비해 대기시간은 조금 더 소요되지만 기다리는 시간을 보상해주는 따뜻한 맛이랄까요"
,5,강남 지역 배달이 가능하다고 하지만 배달대행을 통해 진행되므로 배달비가 추가된다고 합니다
,5,배달이나 포장보다는 매장에서 갓 나온 메뉴를 먹는 게 가장 맛있게 먹는 방법입니다!
,4,"리뷰 악평이 많아 걱정했지만, 괜찮음"
,4,"Good: -매장이 넓고 쾌적, 감자튀김 및 햄버거는 조리 직후라 따뜻했음, 알바응대 괜찮음"
,4,"Bad: -차량 주차공간x (논현초 공용주차장 있음), 손님 많음, 대기시간 김(감점요소), 화장실 매장 외부에 위치."
,5,강남에 유일한 맘스터치
,5,매장도 크고 1층이라 잘보임 대기 시간은 있지만 바로 조리해서 맛있어요 👍 버거에 양상추도 신선하고 배달도 되서 집에서 편하게 먹을 수 있음…
,3,저녁 시간대나 사람 많을 시간에 가면 웨이팅이 많을 수도 있으니 조심!
,4,맥도날드 점점 망하고 버거킹은 할인은 많이 하기는 하는데 질린다면 이걸로 대체할 수 있을지.
,4,두 패스트푸드 점보다 싸고 맛있다고들 하는데 맛은 주관적인거라
,4,내 입맛에는 평범
,4,글타고 딱히 엄청 싼 가격도 아님.
,3,매번 바뀌는 알바생들이라 그러려니 하겠는데 주문번호도 안 알려주고 퉁명스러워요
,3,그리고 매장 위치선정을 잘못 한 것 같아요
,3,동네가 음산한 느낌이라 두번은 안 갈 것 같네요.
,1,메뉴 물어보는데 설명도 대충.
,1,나오는 음식도 다른매장과 많이 차이날정도로 별로.
,1,사장같은사람은 직원 큰소리로 혼내느라 기다리다 깜짝.
,1,다음엔 그냥 강남점으로
,1,주방장이 사장 같던데 손님들 있거나 말거나 알바생한테 큰소리로 혼내고 고압적인 자세로 무시하던데 굉장히 불편했음
,1,얼핏 틈으로 보이는 모습도 불결해 보여 다시 가고 싶지 않음
,1,싸지않음
,1,감자튀김이 다른 패스트푸드와 달라서 특색있는데.
,1,종종 식고 눅눅해진걸 주기도 함...
,1,"닭고기 패티는 롯,버,맥,k 보다 좋음"
,1,추가하고 싶어서 수정함.
,1,점점 고객 응대 수준이 낮아짐
,1,불친절은 기본 장착에.
,1,주문 후 조리 시작한다는 매장 내 광고방송은 어디다 팔아 먹었는지.
,1,"식은 감튀, 두번 튀긴듯한 패티가 점점 자주 등장함.."
,1,점장이 초보인지 일을 안하는 건지는 모르겠지만 패티가 없어 버거류 주문이 불가하다는 소리를 자주듣는다
,1,처음에 들었을 땐 그런가보다 했는데 몇번 겪고나니 혼란스러웠다
,1,프랜차이즈 패스트푸드에서 재료가 없어 주문이 불가하다는게 이렇게 흔하게 겪을 수 있는 일인가.
,2,조립하시는 분이 컨디션따라 소스를 조준하신다
,2,의외로 고객건강을 위해 염분섭취를 줄여주시려고 소스도 줄여서 넣어주신다
,1,콜라리필안되는매장임ㅇㅇ
,1,목소리에서 짜증난다는 티를 대놓고 내는데 사장이 이러는곳은 처음봤다.음식도 별로.
,4,맛있고 저렴
,4,"흠이라면 이 동네 배달이 안되는 곳이 거의 없는데, 배달이 안되는 점"
,4,"그런데, 최근 배달비 주면 배달이 된다네요"
,4,"기본 배달비 3,000원"
마일스톤 커피,5,원래 디카페인 커피는 일반커피보다 맛이없고 깊지않은데 여기 디카페인커피는 정말 담백하고 먹기 좋았다..그럼 일반커피는 얼마나 더 맛있는걸까..그냥 아메리카노를 못 마시는 사람은 정말 괴롭다.
마일스톤 커피,5,아무튼 여기 커피들은 다 맛있고 그리고 티라미수 정말 미쳤다
마일스톤 커피,5,여기 오면 티라미수는 꼭 드시고 가세요
마일스톤 커피,5,강추!!
,4,라떼 맛집이래서 마셨는데 오 그냥 부드러운 라떼네~ 하고 마심 하지만 진가는 다른 카페의 라떼를 마셨을 때 나타났다
,4,유명한 이유가 있었던 맛
,4,애플 크럼블은 위에 아이스크림이 겁나 맛있어서 버프를 받은 느낌 사실 애플 크럼블 자체도 나쁘진 않았지만 아이스크림이 너무 맛있어서 한스쿱 더 먹고 싶었다 아이스크림 뭐쓰시나요
,5,클럼블 맛집
,5,애플크럼블만 두번 먹었는데 자주 먹고 싶은 매력적인 디저트를 판매한다
,5,바나나크럼블이 더 인기있는 듯하다
,5,바나나는 품절이었지만 애플은 좀 남아있었기에
,5,커피는 아아보다는 라떼가 기억에 남는다
,5,산미정도가 우유와 밸런스 정도가 좋다고 느껴졌다.
,4,바나나크럼블...밀로 만든 빵이 아닌 호밀빵을 먹는 느낌이었는데 아이스크림이 올라가니 너무 단듯하나 커피와는 잘 맞았다
,4,Akai원두 아메리카노도 괜찮았고 아이스 플랫화이트는 커피의 진한 맛이 얼음에 잘 섞이지 않은 듯 해서 마실때 마다 다른 맛
,4,다음엔 따뜻한 걸로
,4,한남동에서도 찍을 수 있는 적립쿠폰을 준다.
,3,커피 가볍게 먹을 수 있었어요 티라미수 맛없습니다...
,3,마스카포네맛은 거의 안나고 생크림 맛이 너어어어어무 많이 나서 느끼했고 초코가루가 투머치였어요 직원분들은 매우 친절하셨습니다 대기없이 겨우 한 자리 잡긴 했지만 그 뒤로 계속 대기가 있었어요 사람 완전 바글바글
,3,시끄러운 분위기입니다 가볼만하다
,3,정도...
,5,집에서 보통 네스프레소 캡슐커피를 마시는데 오랜만에 맛있는 원두를 사다가 핸드드립이 마시고싶어져서 원두사러 나왔다
,5,"처음엔 스타벅스 가서 사올까 하다 내친김에 가로수길까지 나가봤는데 북적북적 줄이 늘어선 카페를 발견, 찾아보니 커알못인 나 빼고 이미 유명한 마일스톤 커피가 이곳이었구나"
,5,슬그머니 매장 들어가 찾아보니 원두가 두종류 있는데 마셔보지 않고선 고를 수 없으니까..웨이팅 좀 했다가 자리 앉아서 두종류 아메리카노로 마셔봤다(라떼나 비엔나 등 다른 음료들이 유명한지 다들 그런거먹던데 원두살거라 아메리카노 고르자니 조금 아쉬웠음) 1
,5,아키블렌드 - 꽃이나 과일같은 향이 좀 있고 살짝 산미가 있음
,5,가볍고 깔끔한 느낌
,5,2.하나비블렌드 - 묵직하고 고소한 맛
,5,산미는 거의 없고 둥글둥글한 느낌
,5,아키블렌드로 한봉지 사고 원두 갈아주실 수 있는지 여쭤보니 흔쾌히 해주신대서 감사했다
,5,손님도 많고 직원분도 많고 좀 어수선하긴도 했지만 일단 커피맛이 좋고 다들 친절하셔서 또 가고싶다는 생각을 했다(오랜만에 커피쿠폰 만들었음)
,4,커피 진짜 꿀렁꿀렁 들어갑니다요.
,4,목넘김 부드럽고 맛도 부드러우면서 고소하고 뭔가 산미도 사알짝 있는데 되게 신기하네요 맛있어서… 커피 양 너무너무너무 모자라요
,4,애플파이는 쏘쏘였어요
,4,크럼블 너무 많고 애플은 너무 적어요
,4,호불호 갈리겠어요.
,5,웨이팅 있어서 조금 기다려야해요
,5,근데 커피가 너무 맛있고 티라미수도 맛있어요!
,5,티라미수 가루 조금만 넣어달라고하면 더 맛있을거 같아요ㅎㅎ
,3,분위기는 좋으나 커피맛이 가격대비 아쉬워요 사이즈가 작은데도 맛이 연하고 특징이 없었어요
,5,좋아요 평일에 가면 여유 있어요
,5,비엔나 커피와 티라미수가 참 맛있었습니다
,5,갈 때 마다 직원분들이 항상 친절하셔서 기분좋아요.
,5,직워분들이 정말 친절합니다
,5,커피도 맛있고~ 티라미수도 맛있어요
,5,"앉아있는데, 까페에 이렇게 많은 사람이 줄서는 건 처음봤네요"
,5,"ㅎㅎㅎㅎ 주말 오전인데, 근처 다른 까페의 한산한 분위기와 사뭇달랐어요."
,5,"커피는 고소하고, 크럼블도 따듯하니 너무 맛있고, 여유로운 주말이네요"
,5,"모든 것이 좋았지만 웨이팅이 있는 것을 뻔히 알면서도 음료, 디저트 다 드신 후 몇 시간씩 계신 고객들을 보면서 아쉬웠어요"
,5,날 좋은 날 테이크아웃해야지 추위에 더위에 1시간 이상 웨이팅은 힘든 것 같아요
,5,커피도 디저트도 맛있었어요.
,4,"5월 21일 일요일 오전 11시 반경 방문, 야외좌석이 모두 차 있었고, 실내는 빈좌석이 꽤 있었습니다"
,4,토요일보다 좀 늦게 붐비는 일요일 특성을 고려했을때 그 시간에 가로수길에 그 정도의 고객이면 꽤 사람이 많은 것 같아요
,4,저는 아이스라떼와 시나몬 스콘을 테이크아웃했습니다
,4,"서비스속도는 나쁘지 않았고, 커피역시 나쁘지 않았어요"
,4,"다만 재방문의사를 묻는다면 사람이 별로 없다면 예스이고, 웨이팅을 좀 해야 하는 상황이면 노라고 대답하겠습니다."
,5,크림 커피 역시 크림 맛 좋다
,5,"티라미수 작아지고있어 아쉽지만 맛 👍 직원들 친절, 평일이라 웨이팅 없었음 금오전 10시30분"
,4,커피만 마시려다가 시킨 디저트가 아주 환상적입니다
,4,무조건 크럼블은 꼭 드시길 추천드립니다
,4,음료와 찰떡입니다
,4,콜드브류도 얼음잔으로 따로 주셔서 적당한 농도로 계속 먹을 수 있다는 장점이 있었네요
,4,디자인도 깔끔해서 만족스러웠습니다.
,4,드립은 맛있지만 가격대비 아쉽다
,4,크림커피는 무난한 편
,4,라떼나 아메리카노가 맛있었다
,4,애플크럼블도 맛있으나 테이크아웃은 아이스크림이 같이 나오지 않는다.
,5,디카페인 커피조차 맛있는 카페입니다.
,3,유당불내증이 있어서 대부분의 라떼는 못마시는데 여기는 두유라떼가 있어서 넘 좋았어요
,3,두유 폼도 좋았어요ㅎㅎ 근데 디저트로 티라미수를 먹었는데 맛있는 있었는데ㅠ 배가 계속 아파서 화장실 자주 갔네요 힝 내부는 예쁘고 좋았어요ㅎㅎ
,4,분위기도 좋고~ 커피와 아몬드 크로와상도 맛있네요~ 저녁을 먹고 갔는데도 빵을 맛있게 먹었어요~ 티라미수도 주문시 만들어서 직접 주신다는데 나중에 방문해서 먹어보고 싶네요
,5,아주아주 만족스러웠어요!
,5,티라미수는 가격대비 조금 비싼 거 같긴 한데 맛은 무난합니다
,5,바나나크럼블이 진짜 최고였어요.
,5,"크럼블안 따뜻하게 데워 주고, 아이스크림을 올려 주는데 조화가 훌륭했어요"
,5,티라미수보다 크럼블이 더 맛있네요 커피도 맛 좋고 향도 좋았아요
,5,좌석은 많은 편은 아니지만 2-3시간 정도 보내기에 적당한 넓이고 깨끗하고 분위기도 좋아요~ 재방문 의사 아주 많아요!
테디스오븐,4,프렌치 홈스타일 베이커리라고 하네요
테디스오븐,4,프리 오픈 기간에 다녀왔습니다
테디스오븐,4,식욕을 자극하는 맛있어보이는 빵들이 잔뜩 있었어요
테디스오븐,4,1층에는 좌석이 조금 있고 2층에 넓은 공간이 있습니다
테디스오븐,4,테이블이나 의자 같은 인테리어가 조금 아쉽더라구요
테디스오븐,4,2층에서는 서울숲 카페거리가 내려다보입니다
테디스오븐,4,특이하게도 주문할 때 포춘쿠키라고 적힌 카드를 한장씩 주시네요.
,5,주말에는 너무 사람이 많아서 줄서서 들어가야되는데 월요일에 와서 사람이 많기는 했지만 줄 안서고 들어갔습니다
,5,배불러서 많이 먹지는 못했지만 다른 디저트도 너무 맛있어보였어요
,5,자리도 넓고 쾌적했습니다.
,4,밀키스와 시나모롤 콜라보 팝업스토어 기간임.5월 한정이라 그런지 대기자가 많았음
,4,"예약대기 1시간 정도, 입장대기 3시간 정도임"
,4,밀키스와 콜라보가 귀엽고 좋긴한데 내부는 빈자리가 없어 사진만 찍고 니옴
,4,나올땐 무료로 밀키스를 줌
,4,개인적으로 주변에 카누 팝업스토어도 좋았음
,5,프랑스 분위기가 물신 나는 곳이에요
,5,이 동네 핫플인것 같더라구요
,5,사람도 많고 2층 베란다(?) 암튼 야외 자리 앉고싶었는데 꽉차서 못 갔습니다
,5,디저트는 전체적으로 달달 하구요
,5,음료 맛도 좋았습니다
,5,프랑스풍의 재즈 음악이 계속 나와요
,5,오늘의 운세카드를 주는데요
,5,지금 옆에 사람이 소중한 사람이 될지도 모르니 소중히 여겨라
,5,이런 내용이었던것같아요
,5,성수온다면 다시 한번 방문하고 싶네요.
,4,마당이 있는 인테리어가 마음에 들어서 들어갔는데 아기자기하게 되어 있어서 분위기가 좋았다
,4,빵이 많이 있었는데 맛은 별로
,4,특색이 없는 맛.
,1,기다리다 들어간 매장은 매우 실망스러웠다
,1,"다닥다닥 붙은 테이블, 타일벽에 목욕탕처럼 울리는 공간, 크게 말해야 들리는 사람들의 시끄러운 말소리,답답한 공기…소리에 민감한 사람들은 매우 실망할 곳이다"
,1,디저트의 종류는 많았지만 맛도 평범했다.
,5,분위기 좋은곳이에요
,5,주말엔 대기가 있었는데 10분정도 기다리다 들어갔어요.
,3,외국에 온 느낌이에요 :) 커피랑 디저트류 다 맛있어요
,3,다만 손님들이 엄청 지나치는 곳에 빵들이 대놓고 진열되어 있어서 비위생적으로 보입니다ㅠㅠ .
,3,이것만 빼면 만족스러웠습니다.
,5,너무나 잼나고 좋았어요
,5,시나모롤 구름하우스 굿
,2,공간은 예쁜데
,2,글쎄
,2,색다르다정도
,2,당분간은 신상이니 문전성시
,2,커피맛은 soso
,5,아기자기해서 귀여운 카페 디저트도 맛있어요
,5,키슈도맛있고 음료도 맛있어요~~매장도 아기자기 이쁩니다~
,5,크리스마스때 분위기 내기 좋은 카페
,4,디저트가 다른곳에서 먹어보지못한 종류가 많다 주문후 나오는 시간이 조금 지체되고 맛있고 커피는 컵을 큰컵으로 했으면 좋겠다
,5,너무너무 귀여웠던 서울숲 핫플💛
,5,티도 디져트 맛있어요 에그타르 굿
